id,Gender,Age,purpose_of_travel,Type of Travel,Type Of Booking,Hotel wifi service,Departure/Arrival  convenience,Ease of Online booking,Hotel location,Food and drink,Stay comfort,Common Room entertainment,Checkin/Checkout service,Other service,Cleanliness,satisfaction
110648,Female,45,aviation,Group Travel,Group bookings,1,1,1,1,2,5,4,5,4,4,satisfied
6003,Female,46,tourism,Group Travel,Group bookings,1,1,3,1,3,4,4,5,4,3,satisfied
38465,Male,43,academic,Group Travel,Group bookings,5,5,5,5,5,5,5,3,5,3,satisfied
1989,Female,39,academic,Personal Travel,Individual/Couple,3,4,3,3,4,4,4,5,2,4,neutral or dissatisfied
114514,Male,39,tourism,Group Travel,Group bookings,0,0,0,1,4,4,2,3,2,3,satisfied
63102,Male,45,business,Group Travel,Group bookings,3,3,3,3,5,4,3,4,3,5,satisfied
8519,Female,16,business,Personal Travel,Individual/Couple,3,4,3,4,4,4,4,5,5,4,neutral or dissatisfied
66409,Female,42,tourism,Group Travel,Group bookings,2,5,3,5,3,4,2,2,2,2,neutral or dissatisfied
124122,Male,59,tourism,Group Travel,Group bookings,3,3,3,3,4,5,5,5,5,3,satisfied
112456,Male,26,tourism,Group Travel,Individual/Couple,2,2,2,4,1,1,1,4,4,1,neutral or dissatisfied
75694,Male,22,academic,Group Travel,Individual/Couple,3,3,3,5,2,2,2,3,5,2,neutral or dissatisfied
45441,Female,61,business,Personal Travel,Individual/Couple,3,5,3,4,3,5,4,2,4,1,neutral or dissatisfied
37979,Male,35,business,Personal Travel,Group bookings,4,4,4,4,2,4,2,4,2,3,satisfied
40415,Female,23,academic,Group Travel,Individual/Couple,4,1,4,3,4,4,4,3,2,4,neutral or dissatisfied
21782,Male,25,tourism,Group Travel,Individual/Couple,5,0,5,1,4,4,4,3,5,4,satisfied
6555,Male,24,tourism,Group Travel,Group bookings,4,0,4,4,5,5,5,5,4,5,satisfied
75063,Male,54,business,Group Travel,Group bookings,2,2,2,2,2,5,4,5,4,5,satisfied
34053,Male,44,academic,Group Travel,Individual/Couple,5,5,5,5,5,5,5,3,4,5,satisfied
25831,Male,52,tourism,Group Travel,Group bookings,3,3,3,3,4,3,3,5,3,1,satisfied
7672,Female,29,aviation,Group Travel,Individual/Couple,2,1,2,3,5,4,5,3,3,5,neutral or dissatisfied
27755,Female,16,business,Group Travel,Group bookings,1,1,5,1,4,4,4,2,3,4,satisfied
78080,Male,60,personal,Group Travel,Group bookings,1,1,1,1,5,5,5,3,5,4,satisfied
88034,Male,37,academic,Group Travel,Group bookings,4,4,2,4,5,4,5,4,5,5,satisfied
121366,Male,22,academic,Personal Travel,Individual/Couple,1,4,1,3,4,4,4,4,5,4,neutral or dissatisfied
103073,Female,21,aviation,Group Travel,Group bookings,4,4,4,3,3,3,3,4,3,3,neutral or dissatisfied
126971,Male,22,tourism,Group Travel,Group bookings,4,4,4,4,4,4,4,5,5,4,satisfied
37722,Female,10,academic,Personal Travel,Individual/Couple,2,3,2,2,1,1,1,1,2,1,neutral or dissatisfied
60305,Male,47,business,Group Travel,Group bookings,5,5,5,5,3,5,4,3,4,3,satisfied
18691,Male,37,aviation,Personal Travel,Individual/Couple,3,2,3,3,1,1,1,3,3,1,neutral or dissatisfied
118861,Male,35,academic,Personal Travel,Not defined,2,3,2,3,3,3,3,1,1,3,neutral or dissatisfied
47891,Female,32,tourism,Group Travel,Group bookings,1,1,1,1,5,5,5,5,4,5,satisfied
3642,Male,54,tourism,Group Travel,Group bookings,4,4,4,4,5,4,4,4,4,4,satisfied
40886,Female,34,business,Personal Travel,Individual/Couple,2,5,2,4,3,3,3,5,2,3,neutral or dissatisfied
86829,Female,25,tourism,Group Travel,Group bookings,5,0,5,4,5,5,5,5,4,5,satisfied
75560,Female,25,aviation,Group Travel,Group bookings,2,4,2,4,2,2,2,4,5,2,neutral or dissatisfied
75472,Female,20,tourism,Personal Travel,Individual/Couple,3,3,3,1,3,3,3,5,5,3,neutral or dissatisfied
106502,Male,65,tourism,Personal Travel,Individual/Couple,1,5,1,4,1,1,1,4,4,1,neutral or dissatisfied
525,Female,30,personal,Group Travel,Group bookings,2,2,2,2,4,5,4,5,4,4,satisfied
42938,Female,50,tourism,Group Travel,Group bookings,5,5,4,5,3,5,4,4,4,5,satisfied
92477,Female,59,academic,Group Travel,Group bookings,2,2,2,2,2,5,5,4,5,4,satisfied
77321,Male,25,business,Group Travel,Group bookings,1,1,1,1,5,5,5,3,5,5,satisfied
11646,Female,43,academic,Group Travel,Group bookings,4,4,4,4,5,4,2,3,2,4,satisfied
15239,Female,25,academic,Group Travel,Group bookings,4,4,5,4,5,5,5,2,3,5,satisfied
57826,Female,35,personal,Personal Travel,Individual/Couple,3,3,3,3,2,2,2,4,3,2,neutral or dissatisfied
11708,Male,45,tourism,Group Travel,Group bookings,5,5,5,5,3,3,3,5,4,3,satisfied
22580,Male,29,tourism,Group Travel,Individual/Couple,4,4,4,2,3,3,3,5,3,3,neutral or dissatisfied
2906,Female,14,business,Personal Travel,Individual/Couple,4,5,3,1,3,3,3,5,5,3,satisfied
51782,Male,28,personal,Personal Travel,Individual/Couple,3,5,0,1,4,4,4,3,4,4,neutral or dissatisfied
59352,Female,31,academic,Group Travel,Group bookings,4,5,2,2,4,4,4,1,3,4,neutral or dissatisfied
10897,Female,17,tourism,Group Travel,Group bookings,2,1,5,1,4,2,4,1,3,4,neutral or dissatisfied
103452,Female,39,academic,Group Travel,Group bookings,3,3,3,4,1,1,1,1,3,1,neutral or dissatisfied
110579,Male,52,tourism,Group Travel,Individual/Couple,4,1,1,1,4,4,4,1,2,4,neutral or dissatisfied
82595,Female,50,tourism,Group Travel,Group bookings,4,3,4,4,3,5,2,3,2,3,satisfied
129456,Female,60,tourism,Group Travel,Group bookings,5,5,5,5,3,5,4,4,4,3,satisfied
20706,Male,33,academic,Personal Travel,Individual/Couple,2,4,2,3,2,2,2,3,5,2,neutral or dissatisfied
92637,Male,52,aviation,Group Travel,Group bookings,5,5,5,5,4,5,4,5,4,4,satisfied
31398,Male,58,aviation,Group Travel,Individual/Couple,1,2,2,2,1,1,1,4,3,1,neutral or dissatisfied
33816,Female,42,business,Group Travel,Individual/Couple,3,2,2,2,1,3,3,5,3,2,satisfied
52942,Female,47,aviation,Personal Travel,Not defined,1,5,1,4,4,4,4,5,4,4,neutral or dissatisfied
103290,Female,26,business,Group Travel,Individual/Couple,3,3,3,3,5,4,5,1,3,5,neutral or dissatisfied
61559,Female,57,business,Group Travel,Not defined,3,4,4,4,2,3,3,1,3,3,neutral or dissatisfied
56802,Female,42,tourism,Group Travel,Group bookings,2,2,2,2,4,5,5,4,5,4,satisfied
32150,Male,36,tourism,Group Travel,Group bookings,5,5,4,5,1,2,3,1,3,2,satisfied
24037,Male,15,personal,Personal Travel,Individual/Couple,2,4,2,4,1,1,1,3,4,1,neutral or dissatisfied
73626,Male,44,business,Group Travel,Group bookings,2,2,2,2,2,4,5,3,5,4,satisfied
27537,Female,31,personal,Personal Travel,Individual/Couple,3,3,3,3,4,4,4,1,4,4,neutral or dissatisfied
33539,Male,47,tourism,Group Travel,Group bookings,3,3,3,3,3,4,4,5,4,4,satisfied
119249,Female,19,academic,Personal Travel,Not defined,3,4,3,2,5,5,5,5,4,5,neutral or dissatisfied
38481,Male,49,academic,Personal Travel,Individual/Couple,2,4,2,4,4,4,4,4,4,4,neutral or dissatisfied
53315,Male,60,personal,Personal Travel,Individual/Couple,3,4,2,3,5,5,5,5,5,5,neutral or dissatisfied
14941,Male,21,tourism,Group Travel,Group bookings,3,3,3,3,4,4,4,1,3,4,satisfied
37370,Female,30,business,Group Travel,Group bookings,5,5,5,5,4,4,4,3,1,4,satisfied
78995,Male,42,tourism,Group Travel,Group bookings,3,3,3,3,4,3,4,4,4,4,neutral or dissatisfied
97903,Male,59,business,Group Travel,Group bookings,1,1,1,1,2,4,4,3,4,5,satisfied
1997,Male,23,personal,Personal Travel,Individual/Couple,2,4,5,2,3,3,3,4,4,3,neutral or dissatisfied
78944,Male,38,academic,Group Travel,Group bookings,3,3,3,3,5,5,4,4,4,4,satisfied
7817,Female,22,academic,Group Travel,Group bookings,1,0,0,3,5,3,5,4,3,5,neutral or dissatisfied
82416,Male,54,tourism,Group Travel,Group bookings,3,3,3,3,2,5,5,3,5,4,satisfied
89360,Female,12,tourism,Personal Travel,Individual/Couple,2,5,2,1,5,5,5,4,5,5,neutral or dissatisfied
66216,Male,50,tourism,Group Travel,Individual/Couple,4,5,5,5,4,4,4,3,2,4,neutral or dissatisfied
12962,Male,50,academic,Group Travel,Not defined,2,2,2,3,1,3,1,2,3,1,neutral or dissatisfied
128703,Female,26,business,Group Travel,Group bookings,4,4,4,4,5,5,5,3,5,5,satisfied
77218,Female,47,personal,Group Travel,Group bookings,5,5,5,5,3,4,4,5,4,3,satisfied
62088,Female,7,tourism,Personal Travel,Not defined,2,5,2,3,3,3,3,5,4,3,neutral or dissatisfied
87659,Male,62,academic,Group Travel,Group bookings,2,2,5,2,2,4,2,1,2,4,neutral or dissatisfied
107661,Female,53,academic,Group Travel,Group bookings,3,4,3,3,3,5,5,5,5,5,satisfied
29553,Female,25,tourism,Group Travel,Individual/Couple,5,5,5,5,5,5,5,1,1,5,satisfied
101733,Female,54,academic,Group Travel,Group bookings,2,2,2,2,2,5,4,3,4,5,satisfied
15242,Female,57,personal,Personal Travel,Individual/Couple,2,5,2,3,2,5,1,5,1,5,neutral or dissatisfied
92300,Female,32,tourism,Group Travel,Group bookings,2,2,2,2,5,5,5,3,5,5,satisfied
64999,Female,20,academic,Group Travel,Individual/Couple,2,4,2,3,3,3,3,1,3,3,neutral or dissatisfied
18904,Male,23,tourism,Personal Travel,Individual/Couple,3,4,3,4,5,5,5,3,5,5,neutral or dissatisfied
96269,Female,52,aviation,Personal Travel,Individual/Couple,2,4,3,4,3,5,1,5,1,4,neutral or dissatisfied
66671,Female,50,business,Group Travel,Group bookings,2,2,2,2,2,5,4,5,4,3,satisfied
120239,Female,68,business,Personal Travel,Individual/Couple,2,4,2,3,2,5,3,4,3,3,neutral or dissatisfied
14817,Male,42,academic,Personal Travel,Not defined,1,4,1,1,1,5,1,3,4,1,neutral or dissatisfied
107235,Female,43,aviation,Personal Travel,Individual/Couple,3,4,3,3,2,4,2,5,2,4,neutral or dissatisfied
112459,Female,53,business,Group Travel,Individual/Couple,5,1,1,1,2,3,5,2,5,4,satisfied
83780,Female,49,aviation,Group Travel,Group bookings,2,2,2,2,2,5,4,5,4,5,satisfied
8218,Female,12,aviation,Personal Travel,Individual/Couple,0,5,0,3,5,5,5,3,3,5,satisfied
3712,Male,60,business,Personal Travel,Individual/Couple,3,5,3,4,1,1,1,5,5,1,neutral or dissatisfied
19160,Male,34,business,Group Travel,Group bookings,1,2,2,2,5,3,1,3,1,2,neutral or dissatisfied
128877,Male,25,academic,Group Travel,Group bookings,4,4,4,2,4,2,4,2,3,2,satisfied
119884,Male,68,aviation,Personal Travel,Individual/Couple,4,5,4,2,5,5,5,3,4,5,neutral or dissatisfied
38869,Male,46,business,Personal Travel,Individual/Couple,2,4,3,1,4,4,4,2,2,4,neutral or dissatisfied
129590,Male,53,personal,Group Travel,Group bookings,1,1,1,1,2,4,5,5,5,3,satisfied
7141,Female,45,tourism,Group Travel,Group bookings,2,1,1,1,5,4,4,1,4,2,neutral or dissatisfied
37509,Male,72,tourism,Group Travel,Group bookings,2,2,2,2,4,3,2,3,2,4,neutral or dissatisfied
113040,Male,24,academic,Group Travel,Individual/Couple,4,0,4,3,3,3,3,4,4,3,neutral or dissatisfied
56366,Female,16,business,Personal Travel,Individual/Couple,3,5,3,4,4,4,4,5,5,4,neutral or dissatisfied
15269,Male,39,academic,Group Travel,Individual/Couple,3,5,5,5,3,3,3,1,1,3,satisfied
105005,Male,57,tourism,Group Travel,Group bookings,1,1,1,1,4,5,5,4,5,3,satisfied
41185,Female,58,academic,Group Travel,Individual/Couple,2,2,2,2,4,4,2,2,2,4,neutral or dissatisfied
70582,Female,47,business,Personal Travel,Individual/Couple,1,5,1,4,2,5,3,3,3,3,neutral or dissatisfied
4387,Male,9,tourism,Personal Travel,Individual/Couple,4,4,4,2,1,1,1,3,5,1,neutral or dissatisfied
31199,Female,43,business,Group Travel,Group bookings,4,4,4,4,5,3,4,3,4,4,satisfied
56074,Female,69,tourism,Personal Travel,Individual/Couple,3,2,3,4,3,2,3,2,1,2,neutral or dissatisfied
125265,Male,28,tourism,Group Travel,Group bookings,2,2,2,2,5,5,5,4,5,5,satisfied
31661,Female,26,tourism,Group Travel,Individual/Couple,2,3,3,3,5,5,5,3,3,5,neutral or dissatisfied
94537,Male,27,academic,Group Travel,Group bookings,0,0,0,5,4,4,4,4,5,4,satisfied
35263,Female,38,academic,Group Travel,Group bookings,4,4,4,4,4,4,1,4,4,4,satisfied
25551,Male,26,aviation,Personal Travel,Not defined,3,2,3,3,1,1,1,4,4,1,neutral or dissatisfied
50741,Male,18,business,Personal Travel,Individual/Couple,4,5,4,2,1,1,1,2,2,1,neutral or dissatisfied
15431,Male,20,business,Group Travel,Individual/Couple,2,4,2,4,4,4,4,2,4,4,neutral or dissatisfied
115536,Female,65,academic,Group Travel,Individual/Couple,4,1,4,3,2,5,2,2,2,2,neutral or dissatisfied
104188,Male,40,aviation,Group Travel,Group bookings,2,2,2,2,5,5,4,5,4,5,satisfied
27347,Male,53,academic,Group Travel,Individual/Couple,3,2,1,2,3,3,3,1,4,3,neutral or dissatisfied
31962,Female,47,aviation,Group Travel,Group bookings,3,3,3,3,4,4,4,3,4,4,satisfied
91839,Male,59,business,Personal Travel,Not defined,2,5,3,2,2,2,2,5,4,2,neutral or dissatisfied
12337,Female,37,tourism,Group Travel,Group bookings,3,3,3,3,3,2,4,4,4,5,satisfied
72524,Male,47,business,Group Travel,Individual/Couple,1,3,3,3,1,1,1,3,2,1,neutral or dissatisfied
90489,Female,47,personal,Group Travel,Group bookings,2,2,2,2,5,4,2,3,2,5,satisfied
74803,Male,59,business,Group Travel,Group bookings,2,2,2,2,4,4,5,3,5,5,satisfied
24013,Male,39,tourism,Group Travel,Individual/Couple,2,0,2,3,4,3,4,1,4,4,neutral or dissatisfied
58694,Male,45,aviation,Group Travel,Group bookings,3,2,3,3,4,3,5,3,3,3,satisfied
25813,Female,44,academic,Group Travel,Group bookings,4,4,3,4,1,4,5,5,5,1,satisfied
88081,Male,47,academic,Group Travel,Group bookings,4,4,4,4,5,5,4,4,4,4,satisfied
111521,Female,73,academic,Group Travel,Not defined,4,2,2,2,4,4,3,3,3,1,neutral or dissatisfied
98600,Male,44,business,Group Travel,Group bookings,4,4,4,4,3,5,4,4,4,3,satisfied
11209,Male,19,academic,Personal Travel,Individual/Couple,4,4,0,2,2,2,2,5,5,2,neutral or dissatisfied
97993,Male,42,academic,Group Travel,Group bookings,1,1,1,1,4,4,4,5,4,4,satisfied
48038,Female,42,academic,Group Travel,Individual/Couple,4,1,1,1,1,3,4,2,4,3,satisfied
69711,Female,21,tourism,Group Travel,Individual/Couple,3,3,3,1,5,3,5,4,5,5,neutral or dissatisfied
67871,Female,18,academic,Personal Travel,Individual/Couple,3,4,3,5,1,1,1,5,5,1,neutral or dissatisfied
18056,Male,23,tourism,Group Travel,Individual/Couple,4,0,4,3,4,4,4,3,3,4,neutral or dissatisfied
126415,Female,24,aviation,Group Travel,Group bookings,3,2,3,3,1,1,1,1,4,1,neutral or dissatisfied
126121,Female,40,tourism,Group Travel,Group bookings,1,4,4,4,2,4,1,1,1,2,neutral or dissatisfied
72607,Male,15,academic,Personal Travel,Individual/Couple,1,5,1,4,3,3,3,5,5,3,neutral or dissatisfied
96748,Female,64,aviation,Personal Travel,Not defined,3,5,3,3,2,5,4,5,4,3,neutral or dissatisfied
30841,Female,41,aviation,Group Travel,Group bookings,2,1,1,1,3,4,2,3,2,2,neutral or dissatisfied
120107,Female,28,business,Group Travel,Group bookings,3,3,3,3,5,5,5,3,5,5,satisfied
122634,Female,44,tourism,Group Travel,Group bookings,4,4,4,5,4,4,4,5,4,4,satisfied
115348,Female,17,personal,Group Travel,Group bookings,1,2,2,2,1,1,1,2,3,1,neutral or dissatisfied
78261,Male,25,aviation,Group Travel,Group bookings,3,3,3,3,5,5,5,5,4,5,satisfied
97097,Male,53,academic,Group Travel,Group bookings,5,5,5,5,5,4,4,4,4,3,satisfied
103649,Male,49,academic,Group Travel,Group bookings,4,4,4,4,2,5,4,4,4,3,satisfied
105541,Male,19,academic,Group Travel,Individual/Couple,1,3,1,3,3,3,3,1,3,3,neutral or dissatisfied
105581,Female,65,tourism,Personal Travel,Individual/Couple,2,4,2,4,2,4,1,5,1,5,neutral or dissatisfied
10270,Male,26,personal,Personal Travel,Group bookings,2,0,2,1,2,4,2,3,4,2,neutral or dissatisfied
46217,Male,30,tourism,Group Travel,Group bookings,4,4,4,4,3,3,3,5,2,3,satisfied
50395,Female,37,academic,Group Travel,Group bookings,4,4,4,4,3,5,4,5,4,1,satisfied
78892,Female,31,academic,Group Travel,Group bookings,5,5,4,5,5,5,5,4,4,5,satisfied
55118,Male,42,business,Personal Travel,Individual/Couple,3,5,3,2,1,1,1,5,5,1,neutral or dissatisfied
23298,Female,38,tourism,Group Travel,Group bookings,5,5,5,5,2,4,2,5,2,3,satisfied
91625,Male,60,academic,Group Travel,Group bookings,3,3,3,3,3,3,3,3,3,4,neutral or dissatisfied
104905,Female,46,aviation,Group Travel,Group bookings,2,2,2,2,3,1,4,1,4,5,satisfied
3651,Male,54,academic,Group Travel,Group bookings,3,3,3,3,5,5,1,4,1,4,satisfied
24388,Female,23,academic,Personal Travel,Individual/Couple,1,5,1,4,3,3,3,5,5,3,neutral or dissatisfied
68435,Male,28,academic,Group Travel,Not defined,2,3,3,3,2,2,2,3,3,2,neutral or dissatisfied
64731,Male,58,business,Group Travel,Group bookings,2,2,2,2,4,5,4,3,4,5,satisfied
72863,Male,48,tourism,Personal Travel,Individual/Couple,3,5,3,1,2,2,2,3,5,2,neutral or dissatisfied
4228,Male,55,tourism,Group Travel,Group bookings,3,3,2,3,3,4,4,4,4,4,satisfied
39747,Female,33,academic,Personal Travel,Not defined,2,2,2,4,1,1,1,1,3,1,neutral or dissatisfied
48738,Male,53,personal,Group Travel,Group bookings,4,4,4,4,1,3,3,4,3,1,neutral or dissatisfied
93611,Female,57,tourism,Group Travel,Group bookings,2,2,2,2,3,4,5,3,5,4,satisfied
77159,Male,33,tourism,Group Travel,Group bookings,4,4,4,4,3,3,3,4,4,3,satisfied
120851,Male,30,academic,Personal Travel,Group bookings,4,4,3,2,1,1,1,5,4,1,satisfied
19890,Female,45,aviation,Group Travel,Individual/Couple,2,0,2,3,2,2,2,2,3,2,neutral or dissatisfied
83799,Male,40,business,Group Travel,Group bookings,3,3,3,3,2,4,4,3,4,5,satisfied
103784,Female,40,tourism,Group Travel,Group bookings,1,1,4,1,3,4,4,4,4,3,satisfied
15507,Male,32,tourism,Personal Travel,Individual/Couple,1,1,1,3,1,1,1,3,2,1,neutral or dissatisfied
18321,Female,32,aviation,Personal Travel,Individual/Couple,2,4,2,1,5,5,5,3,3,5,neutral or dissatisfied
35740,Female,38,aviation,Group Travel,Group bookings,4,4,5,4,4,1,5,4,5,2,satisfied
129704,Female,58,aviation,Group Travel,Group bookings,0,0,0,3,3,5,3,4,3,4,satisfied
71493,Female,24,aviation,Personal Travel,Group bookings,4,1,4,4,5,5,5,4,3,5,satisfied
42814,Male,77,personal,Group Travel,Group bookings,1,0,0,4,5,3,1,3,1,1,neutral or dissatisfied
9719,Female,49,academic,Personal Travel,Individual/Couple,4,4,4,4,1,3,1,2,1,4,satisfied
42895,Female,40,tourism,Group Travel,Group bookings,2,2,2,2,2,2,3,2,3,1,satisfied
81602,Female,25,personal,Group Travel,Individual/Couple,1,3,1,4,4,4,4,4,3,4,neutral or dissatisfied
11130,Female,34,tourism,Personal Travel,Individual/Couple,4,4,4,2,1,1,1,4,5,1,neutral or dissatisfied
15956,Male,53,business,Personal Travel,Individual/Couple,2,4,4,4,2,3,2,3,3,2,neutral or dissatisfied
47354,Male,26,tourism,Group Travel,Individual/Couple,3,1,3,4,3,3,3,3,3,3,neutral or dissatisfied
121467,Female,10,tourism,Personal Travel,Individual/Couple,2,5,2,3,3,3,3,3,5,3,neutral or dissatisfied
102208,Female,48,business,Group Travel,Group bookings,5,5,5,5,3,5,4,4,4,3,satisfied
92416,Female,27,academic,Group Travel,Group bookings,5,5,5,5,4,4,4,5,5,4,satisfied
74922,Female,40,tourism,Group Travel,Group bookings,5,5,5,5,5,4,4,3,4,4,satisfied
113111,Female,15,academic,Personal Travel,Individual/Couple,3,3,3,5,2,2,2,3,2,2,neutral or dissatisfied
83540,Female,48,tourism,Group Travel,Group bookings,5,5,3,5,4,5,2,4,2,5,satisfied
40029,Male,53,academic,Personal Travel,Individual/Couple,3,5,3,1,5,5,5,5,4,5,neutral or dissatisfied
83587,Male,69,academic,Personal Travel,Individual/Couple,1,4,1,1,3,3,3,3,5,3,neutral or dissatisfied
10813,Male,40,business,Group Travel,Group bookings,2,2,2,2,4,4,5,5,5,5,satisfied
4484,Male,31,tourism,Group Travel,Group bookings,2,2,2,2,5,5,5,4,4,5,satisfied
97570,Male,22,academic,Group Travel,Individual/Couple,3,4,3,2,3,2,4,2,4,2,neutral or dissatisfied
41745,Female,18,business,Personal Travel,Individual/Couple,2,3,2,4,3,3,3,3,4,3,neutral or dissatisfied
28111,Female,24,business,Group Travel,Group bookings,3,3,3,3,4,4,4,4,4,4,satisfied
94136,Male,21,academic,Group Travel,Group bookings,4,5,4,4,3,4,3,4,4,3,satisfied
24790,Male,49,business,Personal Travel,Individual/Couple,2,4,4,1,1,1,1,3,5,1,neutral or dissatisfied
53400,Female,26,tourism,Group Travel,Group bookings,3,2,3,3,5,5,5,5,5,5,satisfied
5288,Male,45,academic,Personal Travel,Individual/Couple,1,4,1,4,1,1,1,5,4,1,neutral or dissatisfied
121986,Male,36,tourism,Group Travel,Group bookings,2,1,1,4,1,1,1,3,4,1,neutral or dissatisfied
46164,Male,45,tourism,Personal Travel,Individual/Couple,2,2,1,2,4,4,4,1,3,4,neutral or dissatisfied
35945,Female,20,tourism,Group Travel,Individual/Couple,5,0,5,4,5,5,5,1,2,5,satisfied
48906,Male,45,tourism,Group Travel,Individual/Couple,4,2,2,2,4,4,4,2,5,4,satisfied
75050,Male,54,academic,Group Travel,Group bookings,1,1,1,1,3,3,1,2,1,4,neutral or dissatisfied
36292,Male,57,tourism,Group Travel,Group bookings,5,5,5,5,2,5,4,1,4,3,satisfied
116177,Male,43,tourism,Personal Travel,Individual/Couple,2,5,2,4,3,3,3,3,4,3,neutral or dissatisfied
111766,Female,21,tourism,Personal Travel,Not defined,1,2,1,3,4,4,4,4,4,4,neutral or dissatisfied
104272,Male,46,business,Group Travel,Group bookings,5,5,5,5,3,5,4,3,4,3,satisfied
101296,Male,52,tourism,Personal Travel,Individual/Couple,3,4,2,4,1,1,1,4,4,1,neutral or dissatisfied
91392,Male,33,aviation,Group Travel,Group bookings,4,3,3,3,4,4,4,1,4,4,neutral or dissatisfied
75461,Female,8,academic,Personal Travel,Individual/Couple,4,3,5,4,2,2,2,2,3,2,neutral or dissatisfied
16463,Female,37,tourism,Personal Travel,Individual/Couple,1,1,1,4,2,2,2,1,3,2,neutral or dissatisfied
64728,Female,49,tourism,Group Travel,Group bookings,2,2,2,2,4,5,4,4,4,5,satisfied
61137,Male,42,business,Group Travel,Group bookings,2,2,2,2,5,4,4,5,4,4,satisfied
72959,Female,40,academic,Group Travel,Group bookings,1,4,4,4,3,3,1,3,1,1,neutral or dissatisfied
49930,Male,22,academic,Group Travel,Individual/Couple,3,3,3,3,1,1,1,2,5,1,neutral or dissatisfied
85017,Male,36,tourism,Group Travel,Individual/Couple,1,2,2,2,1,1,1,1,2,1,neutral or dissatisfied
84844,Female,31,tourism,Group Travel,Group bookings,1,3,5,3,1,1,1,3,4,1,neutral or dissatisfied
29175,Female,63,academic,Group Travel,Not defined,4,5,5,5,4,4,4,2,4,5,satisfied
41108,Male,35,business,Group Travel,Individual/Couple,1,1,1,2,4,4,4,4,2,4,neutral or dissatisfied
54705,Female,47,personal,Group Travel,Individual/Couple,1,1,1,3,2,2,2,2,4,2,neutral or dissatisfied
108551,Female,40,tourism,Personal Travel,Not defined,3,5,3,3,2,4,2,4,4,2,neutral or dissatisfied
111743,Male,12,business,Group Travel,Individual/Couple,3,3,3,3,1,1,1,2,4,1,neutral or dissatisfied
26183,Male,47,business,Group Travel,Group bookings,2,1,1,1,5,3,2,3,2,1,neutral or dissatisfied
69325,Male,33,tourism,Group Travel,Group bookings,1,1,1,1,5,5,5,4,4,5,satisfied
43152,Male,50,tourism,Group Travel,Not defined,4,1,1,1,4,4,2,4,1,4,neutral or dissatisfied
72675,Male,70,business,Personal Travel,Individual/Couple,3,4,3,3,5,5,5,4,5,5,neutral or dissatisfied
24052,Male,13,tourism,Personal Travel,Individual/Couple,3,3,3,3,4,4,4,4,2,4,neutral or dissatisfied
68874,Female,32,academic,Group Travel,Group bookings,1,1,1,1,4,4,4,5,5,4,satisfied
6251,Female,17,aviation,Personal Travel,Individual/Couple,2,4,2,3,1,1,1,4,5,1,neutral or dissatisfied
110738,Female,56,tourism,Group Travel,Group bookings,3,3,4,3,3,4,5,3,5,3,satisfied
77906,Female,14,tourism,Personal Travel,Individual/Couple,4,4,4,2,5,5,5,5,4,5,neutral or dissatisfied
59895,Male,23,tourism,Group Travel,Individual/Couple,5,4,4,2,2,2,2,4,4,2,satisfied
126694,Female,53,business,Group Travel,Group bookings,1,1,2,1,3,5,4,4,4,3,satisfied
33088,Female,43,business,Personal Travel,Individual/Couple,1,1,0,4,3,3,5,3,5,4,neutral or dissatisfied
42816,Female,65,tourism,Personal Travel,Individual/Couple,3,4,3,2,3,4,2,3,2,3,neutral or dissatisfied
114874,Female,48,aviation,Group Travel,Group bookings,5,2,5,5,2,5,4,4,4,4,satisfied
94416,Female,58,personal,Group Travel,Group bookings,1,1,1,1,3,4,5,4,5,4,satisfied
21323,Male,43,business,Group Travel,Group bookings,2,2,5,2,2,4,5,4,5,5,satisfied
13436,Male,48,aviation,Group Travel,Group bookings,4,5,5,5,2,3,4,4,4,1,neutral or dissatisfied
119618,Male,35,academic,Group Travel,Group bookings,2,4,4,4,5,3,2,1,2,2,neutral or dissatisfied
51837,Male,37,academic,Group Travel,Not defined,3,4,4,4,3,3,3,3,4,3,neutral or dissatisfied
30708,Male,34,personal,Group Travel,Individual/Couple,2,1,2,3,5,2,5,4,3,5,neutral or dissatisfied
90531,Female,22,tourism,Group Travel,Group bookings,5,4,5,2,1,1,1,3,5,1,satisfied
125269,Male,59,tourism,Group Travel,Individual/Couple,2,5,5,5,2,2,2,3,3,2,neutral or dissatisfied
67998,Female,7,academic,Group Travel,Group bookings,4,4,4,4,5,5,5,3,4,5,satisfied
115007,Male,41,aviation,Group Travel,Group bookings,4,4,4,4,4,5,4,4,4,3,satisfied
84209,Male,27,aviation,Group Travel,Group bookings,2,2,2,2,2,2,2,1,3,2,neutral or dissatisfied
24541,Male,15,tourism,Group Travel,Individual/Couple,3,3,3,4,4,4,4,1,1,4,neutral or dissatisfied
28572,Male,41,tourism,Group Travel,Individual/Couple,4,1,3,1,4,4,4,1,4,4,satisfied
58396,Female,24,aviation,Group Travel,Individual/Couple,0,0,0,4,2,2,2,3,5,2,satisfied
86649,Female,37,business,Personal Travel,Individual/Couple,1,5,1,3,3,5,3,5,5,3,neutral or dissatisfied
23991,Male,57,personal,Group Travel,Individual/Couple,4,5,5,5,4,4,4,5,2,4,satisfied
5226,Male,39,academic,Group Travel,Group bookings,5,5,5,5,2,4,5,3,5,5,satisfied
